id,name,description,address,city,state,state1,zip_code,telephone1,email1,website1,website_screenshot_url,uuid_id,name_slug,approved,services,certification,business_products_services
2635,ArcVera Renewables,"Empowering the global transition to renewable energy, ArcVera Renewables is a trusted partner for wind, solar, energy storage, and hybrid project developers, owners, and investors. With expertise in consulting and technical services, we deliver customized solutions to optimize project performance, reduce costs, and minimize environmental impact.","1301 Arapahoe St, Ste 105, Golden, CO, 83010",Golden,Colorado,CO,83010,172023722,info@arcvera.com,https://www.arcvera.com,,de9f77ab-c3e3-42b2-a173-5b715ed500df,arcvera-renewables,,,,
2636,Adams Electrics,"At Adams Electrics, we empower businesses and homes to harness the power of the sun. With expertise in solar and battery installations, renovations, and maintenance, we deliver reliable and efficient energy solutions. Our team of experts works closely with clients to understand their unique needs and provide tailored solutions that drive results. Discover how Adams Electrics can illuminate your path to sustainable energy.",not available,not available,not available,not available,,1478084335,khai.adams1@adamselectrics,http://adamselectrical.co,,e74a6b31-3143-4525-8595-59e5fd1d9909,adams-electrics,,,,
2637,Advance Solar & Spa,"Advance Solar & Spa: Revolutionizing the way you experience solar energy. We provide innovative solutions for pool heating, solar electricity, solar hot water, and other spa needs, making your daily life more luxurious and sustainable.","2431 Crystal Drive, Ft. Myers, FL 33907",Ft. Myers,Florida,FL,33907,12337446,Info@advancesolar.com,http://advancesolar.com/,,159ed6b8-f9a6-4f2f-a73f-db2643d14cac,advance-solar-spa,,,,
2638,ACP Home Armour,"At ACP Home Armour, we're dedicated to providing top-notch roofing solutions, solar energy systems, and expert window and door installations. Our team of professionals offers 24/7 emergency services, regular inspections, and maintenance to prevent costly repairs and extend the lifespan of your roof. With a focus on customer satisfaction and quality workmanship, we're the trusted partner for all your home improvement needs.","1905 NW 18th ST, Bldg D, Suite 2 Pompano Beach, FL 33069 11503 Jones Maltsberger rd San Antonio Tx suite 1214",Pompano Beach,Florida,FL,31214,17542316737,info@acphomearmour.com,http://acphomearmour.com,,2ff50d8d-ea84-4395-883b-da65a583c601,acp-home-armour,,,,
2639,Highlights Chicago,"Electrifying Chicago: where innovative electrical solutions meet 24/7 reliability, empowering residential and commercial clients with seamless, efficient, and safe electrical systems.","5766 N. Lincoln Avenue, Chicago, IL, 60659",Chicago,Illinois,IL,60659,17732623333,,http://www.highlightschicago.com,,8337df50-cdd6-4d8d-a2df-8976963ccafc,highlights-chicago,,,,
2640,Affiliate Solar,"Affiliate Solar is a pioneering platform that revolutionizes the way businesses tap into the limitless potential of solar energy. By automating the process of solar energy harvesting, we empower entrepreneurs to focus on what matters most Ã¢ÂÂ growing their business, creating jobs, and driving innovation. Our cutting-edge technology ensures seamless integration with existing infrastructure, making solar energy accessible to all.","9690 S 300 W Building 5, Suite C56 Sandy, UT 84070",Sandy,Utah,UT,84070,18445007652,,http://affiliatesolar.com,,57f55c21-3cc9-413c-afd1-a29546d48520,affiliate-solar,,,,
2641,515 Solar,"At 515 Solar, we harness the power of innovation to empower our customers' transition to a sustainable future. With comprehensive consulting, sales, installation, and financing services, we provide tailored solutions for residential, commercial, and agricultural clients. Our mission is to illuminate the path to a greener tomorrow, one solar panel at a time.","1400 Walnut Street, Suite 108, Des Moines, Iowa, 50309",Des Moines,Iowa,IA,50309,1515461782,support@515solar.com,http://515solar.com,,ecb09b58-4870-45ce-9533-2a20d6497647,515-solar,,,,
2642,"iSolar, LLC.","iSolar, LLC. empowers individuals and businesses to harness the limitless energy of the sun, promoting energy independence and reducing carbon footprints. Our solar PV systems ensure a sustainable and cost-effective solution for a cleaner tomorrow.","6131, Old Concord Rd, Charlotte, NC, 28213",Charlotte,North Carolina,NC,28213,1704211101,sales@isolarnc.com,https://www.isolarnc.com,,81669892-c882-42c5-92d3-261df27739cb,isolar-llc,,,,
2643,Elevation Roofing,"Elevation Roofing is your trusted partner for all your roofing needs. With expertise in shingles, single ply, modified roofs, tile, and metal, we deliver exceptional quality and service for residential and commercial projects. From installation to repair, replacement, maintenance, and coating, our skilled team ensures your roof is safe, efficient, and beautiful. Plus, we offer solar panel installation and storm damage repair for a seamless experience. Contact us today for a hassle-free roofing solution!","Waxahachie, TX",Waxahachie,Texas,TX,,1214466,info@elevationroofrepair.com,http://www.elevationroofingsolar.com,,8ff6a2c8-1496-427c-9363-0fdedf60d0bb,elevation-roofing,,,,
2644,"Ecolution Energy, LLC","Ecolution Energy, LLC is a pioneering force in the renewable energy sphere, empowering homeowners to harness the power of the sun. Our turn-key installations of PV systems, including grid-tied, battery-back-up, and solar attic fans, offer a seamless transition to sustainable living. With expertise in system maintenance and monitoring, we ensure your energy needs are met with reliability and efficiency. Join the Ecolution Energy revolution and experience the benefits of a brighter, more sustainable future.","565 Lake Dr, Lehighton, PA 18235",Lehighton,PA,PA,18235,1570385400,JASON@ECOLUTIONENERGY.COM,http://www.ecolutionenergy.com/,,129dec5f-f372-4f0a-a5f3-c30d1e963f85,ecolution-energy-llc,,,,
2645,Integrity Solar USA,"At Integrity Solar USA, we pride ourselves on being a locally-owned and operated business, dedicated to providing top-notch solar panel installation and maintenance services to homeowners and businesses in the North Texas area. With a focus on quality and customer satisfaction, we sell, install, and maintain solar panels that harness the power of the sun to reduce energy costs and promote a sustainable future.","196 Silver Lakes Dr, Sunset, TX, 76270",Sunset,Texas,TX,76270,1408414103,info@integritysolarusa.com,http://www.integritysolarusa.net,,b655ebd0-0892-4add-b5b5-c12bf8c58a47,integrity-solar-usa,,,,
2646,3 Kings Roofing,"At 3 Kings Roofing, we're committed to providing top-notch residential and commercial roofing services. Our team of experts specializes in roof repair, roof replacement, solar roofing, hail damage restoration, siding, gutters, fence repairs, chimney repair, and metal roofing. With insurance claim assistance, we'll guide you through the process from start to finish. Trust us to protect your home or business with our comprehensive roofing solutions.","701 E Plano Pkwy, Plano, TX, 75074",Plano,Texas,TX,75074,18333147663,,http://3kingsroofing.com,,86241396-e061-41c4-bf5e-bf4a5cc6878a,3-kings-roofing,,,,
2647,8760 Solar,"8760 Solar: Revolutionizing the way you harness the power of the sun. Our low-cost solar installation solutions save you time, money, and energy, empowering your ranch to function efficiently and effectively without breaking the bank on the installation. With our cutting-edge technology and expertise, you can rest assured that your solar energy needs are met while you focus on what matters most - your business.","11001 W 120th Ave., #400a, Broomfield, CO, 80021",Broomfield,Colorado,CO,80021,17144700254,Sales@8760solar.com,http://8760solar.com,,39db5ec5-8ed8-441b-9682-f4c718eb0891,8760-solar,,,,
2648,Add On Electric,"At Add On Electric, we revolutionize the way you experience electrical services. Our team of experts provides top-notch residential and commercial solutions, ensuring your safety and satisfaction. From electrical repairs to installations, inspections, and advanced services, we've got you covered. Let us illuminate your world with our cutting-edge technology and unparalleled customer service.","Albuquerque, NM 87120",Albuquerque,New Mexico,NM,87120,1505804534,addonelectric@gmail.com,http://addonelectric.com,,4cf714f8-730e-4ee3-8bbb-64b28bc82502,add-on-electric,,,,
2649,A+ American Electric Enterprises Tampa,"A+ American Electric Enterprises, your trusted partner for innovative electrical solutions. We empower homes, businesses, and industries to thrive with our comprehensive range of services, from rewiring and grounding to USB outlet conversions and high-voltage repairs. Our team of experts is dedicated to delivering prompt, reliable, and cost-effective solutions that ensure the safety and efficiency of your electrical systems.","401 East Jackson Street, Suite 2340, Tampa, FL 33602",Tampa,Florida,FL,33602,1813202346,aplusamericanelectric@gmail.com,http://apelectricservices.com/,,08ef9814-83e9-49e8-8330-c27a4825ba6b,a-american-electric-enterprises-tampa,,,,
2650,Dayspring Solar,"Dayspring Solar is a pioneer in the solar industry, dedicated to empowering homeowners and solar installers with cutting-edge engineering services, comprehensive education, and expert guidance. Our mission is to help clients achieve their solar goals, while promoting sustainable energy solutions for a brighter tomorrow.",not available,Buffalo,Not Available,Not Available,,12676634637,,http://www.dayspringsolar.com,,3494704c-9640-4a6b-b556-b30d138a62a7,dayspring-solar,,,,
2651,Earth Wind and Solar,"Unlock the power of the sun with Earth Wind and Solar, a fully customizable solar solutions provider. Our expert team offers a range of options, including solar cabanas, carports, trees, ground-mounted, and roof-mounted solar, as well as storage solutions and monitoring. With a 25-year warranty and maintenance programs, we guarantee your solar investment will shine bright for years to come.",Coarsegold United States,Coarsegold,California,CA,,1554128778,admin@ewspower.com,http://ewspower.com,,66e67ea2-9096-48e0-a4d8-70fe8ba3be19,earth-wind-and-solar,,,,
2652,A & A Air Conditioning Heating & Sheet Metal,"At A & A Air Conditioning Heating & Sheet Metal, we're dedicated to providing top-notch HVAC services to residential and commercial customers. From heating repair to solar installation, our team of experts is equipped to handle all your temperature control needs. With a focus on quality, reliability, and customer satisfaction, we're your go-to partner for all your heating, cooling, and water heating requirements.","763 South Auburn St, Grass Valley, CA 95945",Grass Valley,California,CA,95945,1530784350,info@aaheating.com,http://aaheating.com/,,53adbb47-74e0-4e1a-93ea-de1acaaa117a,a-a-air-conditioning-heating-sheet-metal,,,,
2653,AAA Express Heating & A/C,"AAA Express Heating & A/C is the trusted partner for all your residential and commercial heating, air conditioning, electrical, and solar panel installation needs. With a commitment to exceptional service and quality, our team of experts provides personalized solutions to ensure your comfort and satisfaction.","5029 Milne Drive, Torrance, CA, 90505",Torrance,California,CA,90505,1310346111,,http://www.aaaexpressac.com,,c78db699-f24c-4bc0-aa81-374377c6c47c,aaa-express-heating-a-c,,,,
2654,Dixie Construction,"Dixie Construction: Mechanical Solar Installation Experts. We're the comprehensive solution for your project's mechanical needs, from design to installation. Our team of experts handles every aspect of your solar installation, ensuring seamless integration with your building's infrastructure. Trust us to deliver top-notch results and unparalleled customer service.","4305 Bluff City Hwy, Bluff City, TN, 37618",Bluff City,Tennessee,TN,37618,1423538741,,http://www.dixieconstructiontn.com,,e3d48c1e-2f69-4d26-ab2b-da0f2a64710f,dixie-construction,,,,
2655,Helio Solar LLC,"Helio Solar LLC revolutionizes the clean energy landscape by providing innovative, carbon-neutral solutions for homes and businesses. With expertise in solar PV, energy storage, heating, air conditioning, roofing, and gutters, we empower our clients to harness the power of the sun and reduce their environmental footprint.","4 Research Drive, Suite 402, Shelton, CT 06484",Shelton,Connecticut,CT,6484,18888684562,info@helio.solar,https://helio.solar,,409976be-7a6d-416b-a03b-aba5db6ad259,helio-solar-llc,,,,
2656,"12-Gauge Electric, Inc.","12-Gauge Electric, Inc. is a premier provider of cutting-edge electrical solutions, harnessing the power of innovation to bring unparalleled reliability and efficiency to your home or business. With expertise in electrical work, repairs, solar PV design and installation, rewire services, and smart home installations, our team of experts is dedicated to delivering top-notch solutions that exceed customer expectations.","369 South Doheny Drive, Suite 194, Beverly Hills, CA, 90211",Beverly Hills,California,CA,90211,13102010003,Info@12-ge.com,http://www.12-ge.net,,d98a774b-be2c-4dd4-a7d5-935d422ef3c5,12-gauge-electric-inc,,,,
2657,Advanced Custom Electric,"At Advanced Custom Electric, we revolutionize the way you live and work with our cutting-edge solutions for residential and commercial customers. Our team of experts crafts bespoke lighting designs, home automation systems, and audio/video installations that elevate your space and enhance your lifestyle. We also offer sustainable renewable energy solutions to reduce your carbon footprint and lower your energy bills. Experience the power of customized electrical contracting with Advanced Custom Electric.","PO Box 4220, Jackson, WY 83001",Jackson,WY,WY,83001,not available,ace@acelectricjh.com,http://www.acelectricjh.com,,897076ae-0254-4149-90cf-85c86ae11e7e,advanced-custom-electric,,,,
2658,207 Solar,"207 Solar - harnessing the power of innovation to revolutionize the way energy is generated and consumed. As a pioneering EPC solutions provider, we deliver turnkey photovoltaic systems and alternative energy solutions, empowering businesses and communities to thrive in a sustainable future.","310 Center Limestone Road, Fort Fairfield, ME, 04742",Fort Fairfield,Maine,ME,4742,12072274443,info@207solar.com,http://www.207solar.biz,,da070275-3e9e-4132-82cf-0c730aaf024d,207-solar,,,,
2659,Corda Solar,"At Corda Solar, we empower businesses and homes to harness the limitless potential of solar energy. Our team of experts specializes in installing solar panels, energy storage systems, and standby generators to ensure seamless energy supply. With a focus on innovation and customer satisfaction, we deliver tailored solutions for a sustainable future.","523 San Ramon Valley Blvd, Danville, CA, 94526",Danville,California,CA,94526,125256622,info@cordasolar.com,http://www.cordasolar.com,,f25986a6-7c5e-4600-8ba6-0dc14d6c7533,corda-solar,,,,
2660,Brilliant Electric,"Brilliant Electric: Empowering Your Home and Business with Intelligent Electrical Solutions. From air conditioner power to LED lighting, our expert team provides residential and commercial electrical services that ensure your space is safe, efficient, and always running smoothly. Trust us to handle your knob and tube wiring, bathroom exhaust fan installation, and electric vehicle charging needs with precision and care.","405 El Camino Real, Suite 235, Menlo Park, CA, 94025",Menlo Park,California,CA,94025,16503272138,,https://www.electricianmenlopark.com,,be090b99-3149-4926-9358-a7322db159be,brilliant-electric,,,,
2661,21st Century Group,"Empowering a sustainable future, the 21st Century Group innovates cutting-edge solar powered products, revolutionizing street lighting, off-grid power for small homes, refrigeration, and water purification. Their portable solar stations empower farmers to irrigate their lands, ensuring a bountiful harvest. With a passion for environmental stewardship, they pioneer a new era of eco-friendly living.","505, Milltown Road, North Brunswick, New Jersey, 08902",North Brunswick,New Jersey,NJ,8902,1732826004,info@21st-century-group.com,http://21st-century-group.com/,,c0c35038-4637-45df-89c7-db66352adde7,21st-century-group,,,,
2662,Green Visions Solar,"Green Visions Solar is a pioneering clean energy solutions provider, dedicated to empowering homes, farms, and commercial spaces with sustainable power. Our comprehensive services include solar panel installation, repair, and solar battery backup systems, empowering customers to harness the sun's energy and reduce their carbon footprint. With a commitment to innovation and customer satisfaction, we strive to be the leading choice for clean energy solutions.","8533 E Seneca Turnpike, Manlius, NY, 13104",Manlius,New York,NY,13104,13157260088,,http://www.greenvisionssolar.com,,3204bfbc-e716-4bdc-8d51-6074312ef122,green-visions-solar,,,,
2663,"Goodiel Electric, LLC","Goodiel Electric, LLC is a trusted provider of comprehensive electrical contracting services. Our team of experts delivers top-notch solutions for new construction wiring, code violation corrections, electrical service upgrades, and more. With a commitment to quality and customer satisfaction, we empower our clients to power their businesses and homes with confidence.","2270 NW, Sunset Blvd., Jensen Beach, Martin County, Florida, 34957",Jensen Beach,Florida,FL,34957,17722632333,glenngoodiel1020@gmail.com,https://www.goodielelectric.com,,700f189a-8234-4ed1-8ac9-2bee5a873ae4,goodiel-electric-llc,,,,
2664,"Infinity Solar Solutions, LLC","Infinity Solar Solutions, LLC empowers individuals and businesses to harness the limitless potential of solar energy. As a leading solar energy installer, we deliver sustainable solutions for grid-direct and off-grid systems, ensuring a reliable and efficient supply of power. Our comprehensive services also include spray foam insulation, LED light retrofitting, and energy-efficient window replacement, all designed to optimize your energy usage and reduce your carbon footprint.","2314 Kermit Hwy, Odessa, TX, 79761",Odessa,Texas,TX,79761,14322720631,cc@infinitysolarsolutions.net,https://www.infinitysolarsolutions.net,,22b57972-f4a6-4387-8442-4fe6e1f0279a,infinity-solar-solutions-llc,,,,
2665,CM Solar Electric,"CM Solar Electric is the premier provider of solar energy solutions for residential and commercial properties. With a focus on innovation and customer satisfaction, we deliver high-quality solar panel installations, battery storage systems, and expert maintenance services to ensure the longevity of our systems. Our team of experts works tirelessly to provide top-notch solutions that exceed our clients' expectations, making us the go-to partner for all solar energy needs.","10965 San Diego Mission Road, San Diego, CA, 92108",San Diego,California,CA,92108,1614881117,,http://www.cmsolarelectric.com,,7324f2eb-21f1-4b1e-82f8-1ab646406aad,cm-solar-electric,,,,
2666,Crownsolarelectric,"Imagine a world where the thrill of online casino and lottery games meets the convenience of the digital age. At Crownsolarelectric, we are revolutionizing the way people experience gaming by providing a seamless and secure platform for entertainment enthusiasts. With a wide range of games to choose from, our users can indulge in the rush of adrenaline and excitement, all from the comfort of their own homes.","3321 Kimber Dr, Suite D, Newbury Park, CA, 91320",Newbury Park,California,CA,91320,18004416157,,http://www.crownsolarelectric.com,,56769f42-3295-4f01-856c-cdd73a881629,crownsolarelectric,,,,
2667,www.solarinstallationsandiego.com,"At www.solarinstallationsandiego.com, we empower individuals and businesses to harness the limitless energy of the sun. With our cutting-edge solar installation solutions, we help our clients reduce their carbon footprint, lower their energy bills, and contribute to a sustainable future. By choosing us, you're not only investing in your own energy independence, but also in a cleaner, brighter world.","5014 Narragansett Ave., Suite #10, San Diego, CA, 92107",San Diego,California,CA,92107,16170102,,http://www.solarinstallationsandiego.com,,d06b9a61-7b0a-4c09-8f4e-0b73b5b2a7ad,www-solarinstallationsandiego-com,,,,
2668,American Diversified Energy,"American Diversified Energy is a pioneering alternative energy company that harnesses the power of innovation to design, construct, operate, and own a diversified portfolio of energy properties. With a relentless focus on sustainability and efficiency, our team of experts is dedicated to providing clean, reliable, and cost-effective energy solutions that transform the future of our planet.","711 W, 17th Street, Suite D-5, Costa Mesa, CA, 92627",Costa Mesa,California,CA,92627,14258842,Info@amdivenergy.com,http://www.americandiversifiedenergy.com,,b0214d95-7650-434d-9f13-fb63ae200568,american-diversified-energy,,,,
2669,Acts 29 Solar and Electric,"At Acts 29 Solar and Electric, we harness the power of innovation to revolutionize the way you think about renewable energy. With our cutting-edge solutions, you can amplify your business's potential and illuminate a brighter future. Our expert team is dedicated to providing personalized service, ensuring a seamless transition to a sustainable energy landscape. Join us on our mission to electrify the future, one solar-powered step at a time.","4045 NW 64th St, Ste 322, Oklahoma City, OK, 73116",Oklahoma City,Oklahoma,OK,73116,14052665837,,http://acts29solarandelectric.com,,bb81a523-5022-43e7-bf07-4a7f90459ebe,acts-29-solar-and-electric,,,,
2670,Advanced Solar Solutions,"Advanced Solar Solutions simplifies the transition to solar energy, streamlining the process from consultation to installation for residents and businesses alike. Our comprehensive approach ensures a seamless and effortless journey to renewable energy, empowering a sustainable future for all.","14134 71st Ave, Queens, NY 11367, United States",Queens,New York,NY,,13474558430,sales@advancedsolarny.com,http://advancedsolarny.com,,7653ef05-2cbb-485f-abc8-c449b48af34b,advanced-solar-solutions,,,,
2671,Geode Energy,"Geode Energy's innovative solutions empower businesses to harness the full potential of their resources, streamlining operations and driving growth through cutting-edge automation and energy efficiency.","3305 Quincy Avenue, Danville, Iowa, 52623",Danville,Iowa,IA,52623,1317502144,info@geodeenergy.com,https://geodeenergy.com,,e1acdbf7-a5c4-4b6e-ac37-cc65e20b5016,geode-energy,,,,
2672,"Energy Smart Engineering, Inc.","Energy Smart Engineering, Inc. is a pioneering organization that harnesses the power of innovation to revolutionize the way we live and work. By providing cutting-edge solutions in HVAC installation, Solar installation, HVAC repair, Alternative Heating and Cooling System, Indoor Air Quality & Microbiotic Mitigation, and Outdoor Comfort, we empower individuals and businesses to thrive in a sustainable future.","5460 W Mission Ave # 100, Fresno, CA 93722",Fresno,California,CA,93722,1558257135,info@energysmartfresno.com,https://energysmartair.com,,34725be6-63ca-48ee-a1ae-a96c07cbcf6b,energy-smart-engineering-inc,,,,
2673,Florida Renewable Experts,"Florida Renewable Experts is a pioneering force in harnessing the power of renewable energy, empowering businesses to connect their domains to their Wix websites with seamless integration. Our innovative solutions streamline operations, boost efficiency, and reduce carbon footprint, making us the go-to experts for a sustainable future.","1001 Exchange Pl., Unit 101, Saint Cloud, FL, 34769",Saint Cloud,Florida,FL,34769,1407861040,,http://www.floridarenewableexperts.com,,0c6ad1d6-eee9-4061-86f1-2d4c39451fc5,florida-renewable-experts,,,,
2674,Influent Energy,"Influent Energy: Revolutionizing Solar Evaluation with Cutting-Edge Technology. As a pioneer in the renewable energy sector, we empower businesses to make informed decisions about their solar energy investments. With our expertise in solar evaluation, we provide comprehensive assessments of solar panels, energy storage systems, and energy efficiency solutions. Our innovative approach ensures seamless integration with existing infrastructure, reducing costs and increasing energy yields. By partnering with us, businesses can unlock the full potential of solar energy and drive sustainable growth.","1828 Walnut St., Kansas City, MO, 64108",Kansas City,Missouri,MO,64108,1816211340,info@influentenergy.com,https://influentenergy.com,,bd2a97d7-ad65-443d-bf27-55f62a2bfe12,influent-energy,,,,
2675,Greenstar Power,"At Greenstar Power, we empower homes and businesses to harness the limitless energy of the sun. Our team of experts designs, repairs, and installs solar panel systems and energy-efficient solutions, ensuring a sustainable future for our planet. With a range of services including solar installation, home energy upgrades, batteries, generators, diagnostic service, system maintenance and repair, and solar panel cleaning, we're dedicated to helping our clients reduce their carbon footprint and save on energy costs.","4000 Sunrise Rd, Bldg. 1, Suite 1100, Round Rock, TX, 78665",Round Rock,Texas,TX,78665,15122537100,info@greenstarpower.com,http://www.greenstarpower.com,,e88491f1-7673-4cb6-8e67-ce4246efab53,greenstar-power,,,,
2676,A2M CONTRACTORS,"A2M Contractors: Your trusted partner for seamless home renovation and remodeling experiences. From general contracting to solar services, our experts deliver high-quality results, ensuring your dream home becomes a reality.","1877 Petaluma Drive, Chula Vista, CA, 91913",Chula Vista,California,CA,91913,161600880,info@a2mcontractors.com,http://a2mcontractors.com,,3635a74c-87be-46f4-8257-ab567a6ab6ce,a2m-contractors,,,,
2677,Home Improvement Projects Plus (HIPP),"Home Improvement Projects Plus (HIPP) revolutionizes the way homeowners approach DIY tasks. With a user-friendly platform, we connect homeowners with top-rated contractors, providing multiple bids for any project, big or small. Our goal is to make home improvement easy, efficient, and affordable.","10783 Jamacha Blvd., Spring Valley, California, 91978",Spring Valley,California,CA,91978,18583846205,,https://www.hiphomes619.com/,,cadcc18d-250a-4f61-b00b-f82055264b58,home-improvement-projects-plus-hipp,,,,
2678,3rd Rock Contracting Roofing & Solar,"3rd Rock Contracting Roofing & Solar: where innovative solutions meet exceptional craftsmanship. Our expertise in roofing, residential, commercial, and solar services ensures that your property is protected and powered. From roof restoration to home improvements, our team of experts is dedicated to delivering top-notch results. Trust us to handle all your property damage restoration and insurance claims estimates. Experience the difference with 3rd Rock Contracting Roofing & Solar.","729, Champagne Dr., Kenner, LA, 70065",Kenner,Louisiana,LA,70065,15043708157,,http://www.3rdrockcontracting.com/,,4cc91d6f-841f-4e0b-8f7a-9e7319c5f578,3rd-rock-contracting-roofing-solar,,,,
2679,"Allstars Electrical, LLC.","Allstars Electrical, LLC. - Revolutionizing the way you think about electricity. As a full-service electrical solutions provider, we offer residential, commercial, and gas station electrical services, as well as solar solutions. Our team of experts is dedicated to providing top-notch services that meet and exceed your expectations. With us, you can trust that your electrical needs are in good hands.","10 Dockerel Road, Vernon, CT, 06066",Vernon,Connecticut,CT,6066,18608723180,,http://allstarselectrical.com/,,405b1c9b-0159-41db-bab9-9f1c82f12b13,allstars-electrical-llc,,,,
2680,JEBL Engineering & Construction,"JEBL Engineering & Construction is a leading provider of comprehensive engineering and construction services for the renewable energy sector. With expertise in solar PV, battery storage, and generator installation, we deliver turnkey solutions for residential and commercial clients. Our services also include whole home electrical installation and maintenance, as well as general contracting and building. Additionally, we offer consulting services for design, safety, quality, and testing & commissioning. Our team of experts is committed to providing innovative and sustainable solutions for a greener future.","San Luis Obispo, CA, 93401, United States",San Luis Obispo,California,CA,,18052152556,jesse.elliott@jeblec.com,https://www.jeblec.com/,,c14a1f84-dc1c-4ede-9a94-187a5e9ae127,jebl-engineering-construction,,,,
2681,Evident Solar LLC,"Evident Solar LLC, your trusted partner in sustainable energy solutions in Fort Collins, Colorado, and surrounding areas. We specialize in Solar Panel Installation, Off-grid Solar Installation, EV Charger Installation, and Battery Backups. Our expert team is dedicated to providing top-quality service and innovative solar technologies to power your home or business efficiently. At Evident Solar LLC, we are committed to reducing your energy costs while contributing to a greener planet. Harness the power of the sun with our customized solar solutions designed to meet your unique energy needs. Contact us today for a brighter, sustainable future.","1021 N Taft Hill Road, Fort Collins, CO, 80521",Fort Collins,Fort Collins,Colorado,80524,1703163311,info@evidentsolar.com,http://www.evidentsolar.com,,19d05b9b-2090-4bb6-8f27-5f82d7e7e227,evident-solar-llc,,,,"Solar Panel Installation, Off-grid Solar Installation, EV Charger Installation, and Battery Backups."
2682,A J Leo Electric & Solar,"A J Leo Electric & Solar - Empowering You to Light Up Your Life. With a commitment to exceptional service, we deliver top-notch electrical and solar solutions that cater to your unique needs. From prompt repairs to new installations, our team of experts is dedicated to ensuring your home or business is well-lit and powered with minimal downtime. Trust us to illuminate your path to success with our reliable and efficient services.","PO Box 125, Harsens Island, MI, 48028",Harsens Island,Michigan,MI,48028,1734368645,Amy@AJLeo.com,http://ajleo.com,,d669f8f8-eb02-405b-9302-c80c897a4d5d,a-j-leo-electric-solar,,,,
2683,"J.E. SHEA ELECTRIC, INC.","J.E. Shea Electric, Inc. is a licensed electrical contracting service provider specializing in mid-sized municipal, industrial, commercial, design build, and historical projects. With a focus on reliability and quality, our team delivers exceptional results, ensuring timely completion and exceeding client expectations.","45 East Summer St, Plantsville, CT, 06479",Plantsville,Connecticut,CT,6479,1860621770,info@jesheaelectric.com,http://www.jesheaelectric.com,,afa0876e-49b6-4c36-9680-022ee03a6829,j-e-shea-electric-inc,,,,
2684,AllComm Solar | ACSolar,"AllComm Solar | ACSolar - Empowering a sustainable future, one rooftop at a time. As a leading provider of commercial and residential solar energy solutions, we harness the power of the sun to reduce our clients' carbon footprint and lower their energy bills. With a commitment to exceptional service and innovative technology, we help homeowners and businesses alike make the switch to renewable energy and thrive in a cleaner, greener world.","5900 Balcones Drive, Suite 5028, Austin, TX 78731",Austin,Texas,TX,78731,1877566808,,http://www.allcommsolar.com,,260084ed-96de-4925-aeff-aabf88f80140,allcomm-solar-acsolar,,,,
2685,"A.M. Roofing & Waterproofing, INC","A.M. Roofing & Waterproofing, INC is a trusted partner for all your roofing needs. Our expertise spans roof repair, replacement, and maintenance for both residential and commercial properties. With a focus on storm damage service and insurance claims assistance, we're dedicated to helping our clients navigate the complex process of restoring their roofs to its former glory. Whether you need help with metal, tile, shingle, or flat roofs, our team of experts is here to provide top-notch solutions.","255 Primera Blvd, Lake Mary, FL, 32746",Lake Mary,Florida,FL,32746,1386207035,amroofingbryan@gmail.com,http://www.amroofingfla.com/,,9e08b4ca-356c-4008-8856-ea526335338e,a-m-roofing-waterproofing-inc,,,,
2686,915 Solar,"At 915 Solar, we revolutionize the way you harness the power of the sun. Our team of experts specializes in residential and commercial solar panel installation, solar pool heating systems, and solar panel cleaning services. With a focus on innovative technology and exceptional customer service, we empower homeowners and businesses to reduce their carbon footprint and save on energy costs. Experience the future of solar energy with 915 Solar.","472 Valle Suave Dr., El Paso, Texas, 79927",El Paso,Texas,TX,79927,1158310653,,http://915solarep.com/,,49ab705f-6f2e-4fbd-9a5d-5cf249c66a57,915-solar,,,,
2687,Hemphill Solar,"Hemphill Solar: Your trusted partner for residential and commercial solar power solutions. We empower individuals and businesses to harness the limitless energy of the sun, reducing their carbon footprint and saving on energy costs. With our cutting-edge technology and expert team, we deliver customized solutions that meet the unique needs of each client. Experience the Hemphill Solar difference and join the sustainable energy revolution.","1305 N Lousiville Ave., Tulsa, OK, 74115",Tulsa,Oklahoma,OK,74115,1188342200,,http://www.hemphillsolar.com,,bc244d95-4dfe-49af-b155-114379c39844,hemphill-solar,,,,
2688,"A. Maurais & Son, Inc.","A. Maurais & Son, Inc. - Your trusted partner in plumbing, heating, and solar solutions. Our team of experts provides top-notch services and installations for heating, cooling, and plumbing units and systems. Explore our wide range of faucets, showers, sinks, and toilets from leading brands like Delta, Kohler, Moen, and Symmons.","7 Hillside Road, Jay, ME 04239",Jay,Maine,ME,4239,1207873027,amauraisandson@gmail.com,http://amauraisandsoninc.net/,,0acb13ec-7475-42bf-a93d-c465a84d69ad,a-maurais-son-inc,,,,
2689,Double A,"Double A is your trusted partner for seamless installation and repair services of Generac home generators. Our team of experts also provides top-notch heating and cooling solutions, ensuring your home remains comfortable and energy-efficient. With our commitment to quality and customer satisfaction, you can rely on us to keep your systems running smoothly.","6353 Greenland Rd, Jacksonville, FL, 32258",Jacksonville,Florida,FL,32258,18444328622,,http://www.ineedacnow.com,,84b6a984-6216-4ca3-a34e-26325a711c1e,double-a,,,,
