id,name,description,address,city,state,zip_code,phone,email,website,services
417,"1 By 1 Roof, Solar, & Paint","Roofing, Solar Panel Installation and Repair, Exterior and Interior Painting","Tucson, AZ",Tucson,AZ,,15203707011,info@1by1roof.com,http://1by1roof.com,"[""Roofing, Solar Panel Installation and Repair, Exterior and Interior Painting""]"
418,Custom Solar Solutions,"Solar panels, Energy storage, EV charging, Solar battery backup, De-Rack Re-Rack, System repair","8601 Dunwoody Pl, Suite 302, Sandy Springs, GA, 30350",GA,GA,30350,17707406898,,https://customsolarsolutions.com,"[""Solar panels, Energy storage, EV charging, Solar battery backup, De-Rack Re-Rack, System repair""]"
419,1 Source Solar,Full-Service Solar Energy Installation Across Iowa & the Midwest,"3020 SW Oralabor Rd #116 Ankeny, IA 50023",3020 SW Oralabor Rd #116 Ankeny,"IA, MO",50023,15152891974,info@1sourcesolar.com,http://1 Source Solar,"[""Full-Service Solar Energy Installation Across Iowa & the Midwest""]"
420,Adolfson & Peterson Construction,"Family-owned, values-driven construction company known for safety, strong partner relationships, integrity and operational excellence.","5002 S Ash Avenue, Tempe, Arizona, 85282",Arizona,,85282,14803458700,ljohnson-juusola@a-p.com,http://www.a-p.com,"[""Family-owned, values-driven construction company known for safety, strong partner relationships, integrity and operational excellence.""]"
421,CNY Solar,Connect your domain to your Wix website,"9166 N Main St, Canastota, NY 13032",Canastota,NY,13032,13155521245,,http://www.cnysolar.net,"[""Connect your domain to your Wix website""]"
422,Haughn Electric,"Solar Roof Panels, Commercial & Residential Electrician, Electric Panel Repair and Installation, Lighting Repair, Solar Installation, Panel Upgrades, Solar Energy, Electrical Repair Service, Residential Electrician, Commercial Electrical Services, Industrial LED Lighting Upgrades","Florence, SC, 29501",SC,SC,29501,18437799025,,https://www.haughnelectric.com,"[""Solar Roof Panels, Commercial & Residential Electrician, Electric Panel Repair and Installation, Lighting Repair, Solar Installation, Panel Upgrades, Solar Energy, Electrical Repair Service, Residential Electrician, Commercial Electrical Services, Industrial LED Lighting Upgrades""]"
423,Harbor Coastal Electric Solar and Power,"Solar energy services, solar installation, and solar solutions","California
United States",,CA,,16195545389,contact@hcelectricandsolar.com,https://www.hcelectricandsolar.com,"[""Solar energy services, solar installation, and solar solutions""]"
424,GC ReVOLT,"Solar and alternative energy development company, focusing on solar system installations for farms, communities, and commercial use","5653 S 186th Ave, Omaha, NE, 68135",NE,NE,68135,14022175217,,https://www.gcrevolt.com,"[""Solar and alternative energy development company, focusing on solar system installations for farms, communities, and commercial use""]"
425,Gray Connective,"Electrical Services, Technology Solutions, Life Safety Systems","1350 Tatamy Road, Easton, PA, 18045",PA,PA,18045,16102533081,,https://www.grayconnective.com,"[""Electrical Services, Technology Solutions, Life Safety Systems""]"
426,Cosmic Solar & Roofing,"Cosmic Solar, Inc. provides Solar Energy Solutions to Homes and Businesses across Southern California. They offer a complete line of solar services that will make your transition to clean, reliable, and inexhaustible Solar Energy effortless and rewarding. Also provide Energy Efficient Roofing and Service department will repair, maintain, and clean your current solar and roofing systems","943, Poinsettia Ave, Suite #401, Vista, CA, 92081",CA,CA,92081,17607491111,info@cosmicsolar.com,http://www.cosmicsolar.com,"[""Cosmic Solar, Inc. provides Solar Energy Solutions to Homes and Businesses across Southern California. They offer a complete line of solar services that will make your transition to clean, reliable, and inexhaustible Solar Energy effortless and rewarding. Also provide Energy Efficient Roofing and Service department will repair, maintain, and clean your current solar and roofing systems""]"
427,ArcVera Renewables,"Provides consulting and technical services for wind, solar, energy storage, and hybrid project developers, owners, and investors worldwide.","1301 Arapahoe St, Ste 105, Golden, CO, 83010",CO,CO,83010,17202372929,info@arcvera.com,https://www.arcvera.com,"[""Provides consulting and technical services for wind, solar, energy storage, and hybrid project developers, owners, and investors worldwide.""]"
428,Adams Electrics,"Electrical services such as solar & battery installs, residential, commercial, industrial. Solar New builds, Renovations, Maintenance, Communication & data, Underground services",Not specified,,CA,,1478084335,,http://adamselectrical.co,"[""Electrical services such as solar & battery installs, residential, commercial, industrial. Solar New builds, Renovations, Maintenance, Communication & data, Underground services""]"
429,Advance Solar & Spa,"Solar services such as pool heating, solar electricity, solar hot water, and other spa needs.","2431 Crystal Drive, Ft. Myers, FL 33907",Ft. Myers,FL,33907,12399397446,Info@advancesolar.com,http://advancesolar.com/,"[""Solar services such as pool heating, solar electricity, solar hot water, and other spa needs.""]"
430,ACP Home Armour,"Roof Installation, Repair, and Maintenance, Solar solutions, Windows & Doors, Modular Solutions, expert repairs for leaks, storm damage, and worn-out roofing materials. 24/7 emergency service available. Regular inspections and maintenance to prevent costly repairs and extend your roof’s lifespan.","1905 NW 18th ST, Bldg D, Suite 2 Pompano Beach, FL 33069
11503 Jones Maltsberger rd San Antonio Tx suite 1214",Suite 2 Pompano Beach,"FL, TX",33069115031214,17542316737,info@acphomearmour.com,http://acphomearmour.com,"[""Roof Installation, Repair, and Maintenance, Solar solutions, Windows & Doors, Modular Solutions, expert repairs for leaks, storm damage, and worn-out roofing materials. 24/7 emergency service available. Regular inspections and maintenance to prevent costly repairs and extend your roof’s lifespan.""]"
431,Highlights Chicago,"Electrical solutions for residential and commercial clients, 24/7.","5766 N. Lincoln Avenue, Chicago, IL, 60659",IL,IL,60659,17732623333,[email@protected],http://www.highlightschicago.com,"[""Electrical solutions for residential and commercial clients, 24/7.""]"
432,Affiliate Solar,Not available,"9690 S 300 W Building 5, Suite C56 Sandy, UT 84070",Suite C56 Sandy,XX,84070,18445007652,,http://affiliatesolar.com,"[""Not available""]"
433,515 Solar,"Solar panel system consulting, sales, installation, and financing services for residential, commercial, and agricultural customers.","1400 Walnut Street, Suite 108, Des Moines, Iowa, 50309",Iowa,IA,50309,15154617982,,http://515solar.com,"[""Solar panel system consulting, sales, installation, and financing services for residential, commercial, and agricultural customers.""]"
434,"iSolar, LLC.","Solar PV systems, Renewable energy, Energy independence, Carbon footprint reduction","6131, Old Concord Rd, Charlotte, NC, 28213",NC,NC,28213,17049211101,sales@isolarnc.com,https://www.isolarnc.com,"[""Solar PV systems, Renewable energy, Energy independence, Carbon footprint reduction""]"
435,Elevation Roofing,"Roofing services for residential and commercial projects, including installation, repair, replacement, maintenance, and coating. Specializing in various roofing materials such as shingles, single ply, modified roofs, tile, and metal. Also offer solar panel installation and storm damage repair.","Waxahachie, TX",Waxahachie,TX,,12149496996,info@elevationroofrepair.com,http://www.elevationroofingsolar.com,"[""Roofing services for residential and commercial projects, including installation, repair, replacement, maintenance, and coating. Specializing in various roofing materials such as shingles, single ply, modified roofs, tile, and metal. Also offer solar panel installation and storm damage repair.""]"
436,"Ecolution Energy, LLC","WE PROVIDE TURN-KEY INSTALLATIONS OF PV SYSTEMS, Including grid tied, battery back-up, solar attic fans, sun-tubes, and home energy monitoring. We also service and maintain systems.","565 Lake Dr, Lehighton, PA 18235",Lehighton,PA,18235,1570385400,JASON@ECOLUTIONENERGY.COM,http://www.ecolutionenergy.com/,"[""WE PROVIDE TURN-KEY INSTALLATIONS OF PV SYSTEMS, Including grid tied, battery back-up, solar attic fans, sun-tubes, and home energy monitoring. We also service and maintain systems.""]"
437,Integrity Solar USA,"Locally-owned and operated business based in the North Texas area. Offer solar panel installation and maintenance services for homeowners and businesses. Sell, install, and maintain solar panels.","196 Silver Lakes Dr, Sunset, TX, 76270",TX,TX,76270,19408414103,info@integritysolarusa.com,http://www.integritysolarusa.net,"[""Locally-owned and operated business based in the North Texas area. Offer solar panel installation and maintenance services for homeowners and businesses. Sell, install, and maintain solar panels.""]"
438,3 Kings Roofing,"Residential and commercial roofing services, including roof repair, roof replacement, solar roofing, hail damage restoration, siding, gutters, fence repairs, chimney repair, and metal roofing. Insurance claim assistance.","701 E Plano Pkwy, Plano, TX, 75074",TX,"TX, CO, OK, KS, IA, AR, GA, FL, MO",75074,18333147663,,http://3kingsroofing.com,"[""Residential and commercial roofing services, including roof repair, roof replacement, solar roofing, hail damage restoration, siding, gutters, fence repairs, chimney repair, and metal roofing. Insurance claim assistance.""]"
439,8760 Solar,"Low-cost solar installation that will save you time, money, and energy. Powering your ranch to function efficiently and effectively without breaking the bank on the install.","11001 W 120th Ave., #400a, Broomfield, CO, 80021",CO,"CO, ID, AZ, NM, WY, UT, OK, NE, KS",80021,17144700254,Sales@8760solar.com,http://8760solar.com,"[""Low-cost solar installation that will save you time, money, and energy. Powering your ranch to function efficiently and effectively without breaking the bank on the install.""]"
440,Add On Electric,"Electrical services to residential and commercial clients, including electrical repair, installation, and advanced services. Services include Electrical Inspections, Electrical Installations, Electrical Repairs, Emergency Service, Rewiring, Breaker panel upgrades, New lighting installation, Home automation, Fiber optics, Hot tub and sauna electrical","Albuquerque, NM 87120",Albuquerque,NM,87120,15058049534,addonelectric@gmail.com,http://addonelectric.com,"[""Electrical services to residential and commercial clients, including electrical repair, installation, and advanced services. Services include Electrical Inspections, Electrical Installations, Electrical Repairs, Emergency Service, Rewiring, Breaker panel upgrades, New lighting installation, Home automation, Fiber optics, Hot tub and sauna electrical""]"
441,A+ American Electric Enterprises Tampa,"Residential, commercial, and industrial electrical services including rewiring, grounding, converting to USB outlets, wiring upgrades, LED conversions, electrical testing, and high-voltage electrical repairs.","401 East Jackson Street, Suite 2340, Tampa, FL 33602",Tampa,FL,33602,18139202346,aplusamericanelectric@gmail.com,http://apelectricservices.com/,"[""Residential, commercial, and industrial electrical services including rewiring, grounding, converting to USB outlets, wiring upgrades, LED conversions, electrical testing, and high-voltage electrical repairs.""]"
442,Dayspring Solar,"Serving homeowners and solar installers with professional engineering services, education, and guidance to achieve solar goals.",United States,,PA,,12676634637,,http://www.dayspringsolar.com,"[""Serving homeowners and solar installers with professional engineering services, education, and guidance to achieve solar goals.""]"
443,Earth Wind and Solar,"Fully customizable solar with a 25-year warrantee and maintenance options, including solar cabanas, solar carports, solar trees, ground mounted solar, and roof mounted solar, as well as storage solutions and monitoring.","Coarsegold
United States",,CA,,15594128778,admin@ewspower.com,http://ewspower.com,"[""Fully customizable solar with a 25-year warrantee and maintenance options, including solar cabanas, solar carports, solar trees, ground mounted solar, and roof mounted solar, as well as storage solutions and monitoring.""]"
444,A & A Air Conditioning Heating & Sheet Metal,"HVAC, heating, cooling, water heating, and solar services to residential and commercial customers. Services include: Heating Repair, Heating Service, Heating Installation, Boilers, Heat Pumps, Radiant Heating, Ductless HVAC, Water Heaters, Duct Cleaning, A/C Repair, A/C Service, A/C Installation, Solar, Generators","763 South Auburn St, Grass Valley, CA 95945",Grass Valley,CA,95945,15307984350,info@aaheating.com,http://aaheating.com/,"[""HVAC, heating, cooling, water heating, and solar services to residential and commercial customers. Services include: Heating Repair, Heating Service, Heating Installation, Boilers, Heat Pumps, Radiant Heating, Ductless HVAC, Water Heaters, Duct Cleaning, A/C Repair, A/C Service, A/C Installation, Solar, Generators""]"
445,AAA Express Heating & A/C,"Heating, air conditioning, electrical and solar panel installation for residential and commercial buildings","5029 Milne Drive, Torrance, CA, 90505",CA,,90505,13103469111,,http://www.aaaexpressac.com,"[""Heating, air conditioning, electrical and solar panel installation for residential and commercial buildings""]"
446,Dixie Construction,Mechanical Solar Installation Experts. We handle the entire mechanical portion of your project from start to finish.,"4305 Bluff City Hwy, Bluff City, TN, 37618",TN,TN,37618,14235387491,,http://www.dixieconstructiontn.com,"[""Mechanical Solar Installation Experts. We handle the entire mechanical portion of your project from start to finish.""]"
447,Helio Solar LLC,"Carbon-neutral renewable energy systems, solar PV & Energy Storage systems, heating & air conditioning, roofing & gutters, EV charging stations","4 Research Drive, Suite 402, Shelton, CT 06484",Shelton,CT,6484,18888684562,info@helio.solar,https://helio.solar,"[""Carbon-neutral renewable energy systems, solar PV & Energy Storage systems, heating & air conditioning, roofing & gutters, EV charging stations""]"
448,"12-Gauge Electric, Inc.","Electrical Work & Repairs, Solar PV Design & Installation, Rewires, Service Panel Upgrades, Electric Service Calls, smart home installation, solar PV systems","369 South Doheny Drive, Suite 194, Beverly Hills, CA, 90211",CA,CA,90211,13102010003,Info@12-ge.com,http://www.12-ge.net,"[""Electrical Work & Repairs, Solar PV Design & Installation, Rewires, Service Panel Upgrades, Electric Service Calls, smart home installation, solar PV systems""]"
449,Advanced Custom Electric,"Electrical Contractor serving residential and commercial customers. Services include: lighting design, home automation, audio/video systems and renewable energy solutions.","PO Box 4220, Jackson, WY 83001",Jackson,"WY, ID",83001,,ace@acelectricjh.com,http://www.acelectricjh.com,"[""Electrical Contractor serving residential and commercial customers. Services include: lighting design, home automation, audio/video systems and renewable energy solutions.""]"
450,207 Solar,"Engineering, procurement, and construction (EPC) services for photovoltaic systems and other alternative energy solutions. Expertise spans across the design, installation, and maintenance of high-efficiency solar power systems","310 Center Limestone Road, Fort Fairfield, ME, 04742",ME,ME,4742,12072274443,info@207solar.com,http://www.207solar.biz,"[""Engineering, procurement, and construction (EPC) services for photovoltaic systems and other alternative energy solutions. Expertise spans across the design, installation, and maintenance of high-efficiency solar power systems""]"
451,Corda Solar,"Solar Panel Installation & Energy Solutions, Solar Photovoltaic (PV) System Installation, Battery Energy Storage Systems, Solar Pool Heating, Standby Generators, Removal & Replacement for Re-Roofs, Tesla Powerwall Certified Installer","523 San Ramon Valley Blvd, Danville, CA, 94526",CA,CA,94526,1925256622,info@cordasolar.com,http://www.cordasolar.com,"[""Solar Panel Installation & Energy Solutions, Solar Photovoltaic (PV) System Installation, Battery Energy Storage Systems, Solar Pool Heating, Standby Generators, Removal & Replacement for Re-Roofs, Tesla Powerwall Certified Installer""]"
452,Brilliant Electric,"Residential and Commercial Electrical Services, including Air Conditioner Power, Bathroom Exhaust Fan, Electric Vehicle Chargers, Knob and Tube Wiring, LED Lighting, and more.","405 El Camino Real, Suite 235, Menlo Park, CA, 94025",CA,CA,94025,16503272138,,https://www.electricianmenlopark.com,"[""Residential and Commercial Electrical Services, including Air Conditioner Power, Bathroom Exhaust Fan, Electric Vehicle Chargers, Knob and Tube Wiring, LED Lighting, and more.""]"
453,21st Century Group,"Solar Powered Products, Solar Street Lights, off-grid power for small homes, refrigeration, and Water Purification. Portable Solar Stations for farmers to run irrigation systems","505, Milltown Road, North Brunswick, New Jersey, 08902",New Jersey,NJ,8902,17328260904,info@21st-century-group.com,http://21st-century-group.com/,"[""Solar Powered Products, Solar Street Lights, off-grid power for small homes, refrigeration, and Water Purification. Portable Solar Stations for farmers to run irrigation systems""]"
454,Green Visions Solar,"Clean energy solutions for homes, farms, and commercial spaces. Solar panel installation, repair, and solar battery backup systems.","8533 E Seneca Turnpike, Manlius, NY, 13104",NY,NY,13104,13157260088,,http://www.greenvisionssolar.com,"[""Clean energy solutions for homes, farms, and commercial spaces. Solar panel installation, repair, and solar battery backup systems.""]"
455,"Goodiel Electric, LLC","Electrical Contractor Services, including Electrical Inspections, New Construction Wiring, Code Violation Correction, Electrical Service Upgrades, and more.","2270 NW, Sunset Blvd., Jensen Beach, Martin County, Florida, 34957",Florida,FL,34957,17722632333,glenngoodiel1020@gmail.com,https://www.goodielelectric.com,"[""Electrical Contractor Services, including Electrical Inspections, New Construction Wiring, Code Violation Correction, Electrical Service Upgrades, and more.""]"
456,"Infinity Solar Solutions, LLC","Solar energy installer, electrical power back-up systems, grid direct and off-grid solar systems, spray foam insulation, LED light retrofit, energy efficient window replacement","2314 Kermit Hwy, Odessa, TX, 79761",TX,TX,79761,14322720631,cc@infinitysolarsolutions.net,https://www.infinitysolarsolutions.net,"[""Solar energy installer, electrical power back-up systems, grid direct and off-grid solar systems, spray foam insulation, LED light retrofit, energy efficient window replacement""]"
457,CM Solar Electric,"Residential Solar, Commercial Solar, Battery Storage, Solar Panel Installation","10965 San Diego Mission Road, San Diego, CA, 92108",CA,CA,92108,16194881117,,http://www.cmsolarelectric.com,"[""Residential Solar, Commercial Solar, Battery Storage, Solar Panel Installation""]"
458,Crownsolarelectric,Online casino and lottery games,"3321 Kimber Dr, Suite D, Newbury Park, CA, 91320",CA,CA,91320,18004416157,,http://www.crownsolarelectric.com,"[""Online casino and lottery games""]"
459,www.solarinstallationsandiego.com,Solar Installation,"5014 Narragansett Ave., Suite #10, San Diego, CA, 92107",CA,CA,92107,16197099102,,http://www.solarinstallationsandiego.com,"[""Solar Installation""]"
460,American Diversified Energy,"American Diversified Energy is an alternative energy company involved in the design, construction, operation, and ownership of diversified energy properties.","711 W, 17th Street, Suite D-5, Costa Mesa, CA, 92627",CA,CA,92627,19492589842,Info@amdivenergy.com,http://www.americandiversifiedenergy.com,"[""American Diversified Energy is an alternative energy company involved in the design, construction, operation, and ownership of diversified energy properties.""]"
461,Acts 29 Solar and Electric,Solar and Electric Company,"4045 NW 64th St, Ste 322, Oklahoma City, OK, 73116",OK,OK,73116,14052665837,,http://acts29solarandelectric.com,"[""Solar and Electric Company""]"
462,Advanced Solar Solutions,"NYC solar installer, mission is to simplify the process of going solar for residents and businesses alike. Offer a streamlined approach, handling everything from initial consultation to installation, making the transition to solar energy effortless and seamless.","14134 71st Ave, Queens, NY 11367, United States",NY 11367,NY,,13474558430,sales@advancedsolarny.com,http://advancedsolarny.com,"[""NYC solar installer, mission is to simplify the process of going solar for residents and businesses alike. Offer a streamlined approach, handling everything from initial consultation to installation, making the transition to solar energy effortless and seamless.""]"
463,Geode Energy,No information available,"3305 Quincy Avenue, Danville, Iowa, 52623",Iowa,CA,52623,13197502144,info@geodeenergy.com,https://geodeenergy.com,"[""No information available""]"
464,"Energy Smart Engineering, Inc.","HVAC installation, Solar installation, HVAC repair, Alternative Heating and Cooling System, Indoor Air Quality & Microbiotic Mitigation, Outdoor Comfort","5460 W Mission Ave # 100, Fresno, CA 93722",Fresno,CA,93722,15598257135,[info@energysmartfresno.com](mailto:info@energysmartfresno.com),https://energysmartair.com,"[""HVAC installation, Solar installation, HVAC repair, Alternative Heating and Cooling System, Indoor Air Quality & Microbiotic Mitigation, Outdoor Comfort""]"
465,Florida Renewable Experts,Connect your domain to your Wix website,"1001 Exchange Pl., Unit 101, Saint Cloud, FL, 34769",FL,FL,34769,14078619040,,http://www.floridarenewableexperts.com,"[""Connect your domain to your Wix website""]"
466,Influent Energy,Solar Evaluation,"1828 Walnut St., Kansas City, MO, 64108",MO,MO,64108,18162191340,info@influentenergy.com,https://influentenergy.com,"[""Solar Evaluation""]"
467,Greenstar Power,"Design, repair, and installation of solar panel systems and energy efficient solutions. Solar Installation, Home Energy Upgrades, Batteries, Generators, Diagnostic Service, System Maintenance and Repair, Detach/Resets and Solar Panel Cleaning.","4000 Sunrise Rd, Bldg. 1, Suite 1100, Round Rock, TX, 78665",TX,TX,78665,15122537100,info@greenstarpower.com,http://www.greenstarpower.com,"[""Design, repair, and installation of solar panel systems and energy efficient solutions. Solar Installation, Home Energy Upgrades, Batteries, Generators, Diagnostic Service, System Maintenance and Repair, Detach/Resets and Solar Panel Cleaning.""]"
468,A2M CONTRACTORS,"General contracting, roofing, and solar services including home renovation and remodeling, interior and exterior projects, home additions and extensions, detached accessory dwelling units (ADUs), kitchen and bathroom remodels and renovations, patios and decks, windows (installation, upgrades, repairs, and replacements), roof repairs and full replacements, roof repair and replacement cost estimates, roof inspections, annual maintenance, solar consultations, solar installations, and solar maintenance and repair.","1877 Petaluma Drive, Chula Vista, CA, 91913",CA,CA,91913,16196008980,info@a2mcontractors.com,http://a2mcontractors.com,"[""General contracting, roofing, and solar services including home renovation and remodeling, interior and exterior projects, home additions and extensions, detached accessory dwelling units (ADUs), kitchen and bathroom remodels and renovations, patios and decks, windows (installation, upgrades, repairs, and replacements), roof repairs and full replacements, roof repair and replacement cost estimates, roof inspections, annual maintenance, solar consultations, solar installations, and solar maintenance and repair.""]"
469,Home Improvement Projects Plus (HIPP),"Provides affordable, easy, and efficient way for homeowners to tackle any projects in the home, big or small. Offers multiple bids from reputable home improvement companies.","10783 Jamacha Blvd., Spring Valley, California, 91978",California,CA,91978,18583846205,,https://www.hiphomes619.com/,"[""Provides affordable, easy, and efficient way for homeowners to tackle any projects in the home, big or small. Offers multiple bids from reputable home improvement companies.""]"
470,3rd Rock Contracting Roofing & Solar,"Roofing, Residential, Commercial, Solar, Roof Restoration, home improvements, remodeling contracting, property damage restoration, and insurance claims estimates","729, Champagne Dr., Kenner, LA, 70065",LA,LA,70065,15043708157,,http://www.3rdrockcontracting.com/,"[""Roofing, Residential, Commercial, Solar, Roof Restoration, home improvements, remodeling contracting, property damage restoration, and insurance claims estimates""]"
471,"Allstars Electrical, LLC.","Residential, commercial, and gas station electrical services, as well as solar service.","10 Dockerel Road, Vernon, CT, 06066",CT,CT,6066,18608723180,,http://allstarselectrical.com/,"[""Residential, commercial, and gas station electrical services, as well as solar service.""]"
472,JEBL Engineering & Construction,"General Engineering & Construction Services for Renewable Energy and Beyond, including Solar PV, Battery Storage, and Generator Installation, Service & Maintenance, Whole Home Electrical Installation & Maintenance Services, General Contracting & Building, Ground or Canopy Mount Pier Hole Excavation and Trenching Services, and Consulting services for Design, Safety, Quality, and Testing & Commissioning.","San Luis Obispo, CA, 93401, United States",93401,CA,,18052152556,jesse.elliott@jeblec.com,,"[""General Engineering & Construction Services for Renewable Energy and Beyond, including Solar PV, Battery Storage, and Generator Installation, Service & Maintenance, Whole Home Electrical Installation & Maintenance Services, General Contracting & Building, Ground or Canopy Mount Pier Hole Excavation and Trenching Services, and Consulting services for Design, Safety, Quality, and Testing & Commissioning.""]"
473,Evident Solar LLC,"Solar Panel Installation, Off-grid Solar Installation, EV Charger Installation, and Battery Backups.","1021 N Taft Hill Road, Fort Collins, CO, 80521",CO,CO,80521,19703163311,,http://www.evidentsolar.com,"[""Solar Panel Installation, Off-grid Solar Installation, EV Charger Installation, and Battery Backups.""]"
474,A J Leo Electric & Solar,"Electrical and Solar services including repairs, changes, additions, and new installations. They handle small jobs such as changing/adding switches and plugs.","PO Box 125, Harsens Island, MI, 48028",MI,MI,48028,17343686945,Amy@AJLeo.com,http://ajleo.com,"[""Electrical and Solar services including repairs, changes, additions, and new installations. They handle small jobs such as changing/adding switches and plugs.""]"
475,"J.E. SHEA ELECTRIC, INC.","Licensed electrical contracting services for mid-sized municipal, industrial, commercial, design build and historical projects","45 East Summer St, Plantsville, CT, 06479",CT,CT,6479,18606217709,info@jesheaelectric.com,http://www.jesheaelectric.com,"[""Licensed electrical contracting services for mid-sized municipal, industrial, commercial, design build and historical projects""]"
476,AllComm Solar | ACSolar,Commercial & Residential Solar Energy installation and services,"5900 Balcones Drive, Suite 5028, Austin, TX 78731",Austin,TX,78731,18775669808,,http://www.allcommsolar.com,"[""Commercial & Residential Solar Energy installation and services""]"
477,"A.M. Roofing & Waterproofing, INC","Roof repair, roof replacement, residential roofing, commercial roofing, storm damage service, insurance claims assistance. Services for metal, tile, shingle, and flat roofs.","255 Primera Blvd, Lake Mary, FL, 32746",FL,FL,32746,13862907035,amroofingbryan@gmail.com,http://www.amroofingfla.com/,"[""Roof repair, roof replacement, residential roofing, commercial roofing, storm damage service, insurance claims assistance. Services for metal, tile, shingle, and flat roofs.""]"
478,915 Solar,"Residential and commercial solar panel installation, solar pool heating systems, and solar panel cleaning service","472 Valle Suave Dr., El Paso, Texas, 79927",Texas,TX,79927,19158310653,/cdn-cgi/l/email-protection#36455e5f5853760f070345595a574453461855595b,http://915solarep.com/,"[""Residential and commercial solar panel installation, solar pool heating systems, and solar panel cleaning service""]"
479,Hemphill Solar,Residential and Commercial solar power solutions,"1305 N Lousiville Ave., Tulsa, OK, 74115",OK,OK,74115,19188342200,,http://www.hemphillsolar.com,"[""Residential and Commercial solar power solutions""]"
480,"A. Maurais & Son, Inc.","Plumbing, heating, solar and propane services, installation and services of heating, cooling, and plumbing units and systems. They carry a wide range of faucets, showers, sinks, toilets from name brands such as Delta, Kohler, Moen, Symmons","7 Hillside Road, Jay, ME 04239",Jay,ME,4239,12078973027,,http://amauraisandsoninc.net/,"[""Plumbing, heating, solar and propane services, installation and services of heating, cooling, and plumbing units and systems. They carry a wide range of faucets, showers, sinks, toilets from name brands such as Delta, Kohler, Moen, Symmons""]"
481,Double A,"Installation and repairs on Generac home generators, as well as heating and cooling services","6353 Greenland Rd, Jacksonville, FL, 32258",FL,FL,32258,18444328622,,http://www.ineedacnow.com,"[""Installation and repairs on Generac home generators, as well as heating and cooling services""]"
482,ev-energy,Connect your domain to your Wix website,"10417 Fair Oaks Blvd., Fair Oaks, CA 95628",Fair Oaks,CA,95628,19163421395,,http://www.ev-energy.com,"[""Connect your domain to your Wix website""]"
483,Eco Capitol Energy,"Turn-key solar photovoltaic (PV) projects, strategy, development and finance firm","813 Hanover Street, Fredericksburg, Virginia, 22401",Virginia,CA,22401,,,http://Not provided,"[""Turn-key solar photovoltaic (PV) projects, strategy, development and finance firm""]"
484,Advanced Green Home Solutions,"Comprehensive Home Performance with Energy Star audits, insulation, weatherization retrofits, healthy air ventilation, HVAC, and solar installations.","1125 West Street Suite 421 Annapolis, MD 21401
1321 Mercedes Drive Suite F Hanover, Maryland 21076","MD 21401
1321 Mercedes Drive Suite F Hanover","MD, NJ, MD, NJ",21076,14435756592,kathleen@advancedgreenhomesolutions.com,http://advancedgreenhomesolutions.com,"[""Comprehensive Home Performance with Energy Star audits, insulation, weatherization retrofits, healthy air ventilation, HVAC, and solar installations.""]"
485,Jina AI,AI-powered search technology,"37 Corey Road, Hancock, MA 01237",Hancock,MA,1237,14137387007,,,"[""AI-powered search technology""]"
486,FC Solar Inc,"Personal Consulting on all things Solar. Eliminate your electric bill, protect against rising energy costs, increase property value and protect the environment!","Boston, MA",Boston,MA,,13392041587,,http://www.fcsolarinc.com,"[""Personal Consulting on all things Solar. Eliminate your electric bill, protect against rising energy costs, increase property value and protect the environment!""]"
487,Arise Solar Solutions,Not explicitly mentioned,"4 Donald Preston Dr., Newark, DE 19702",Newark,DE,19702,12402740090,,http://www.arisesolarsolutions.com,"[""Not explicitly mentioned""]"
488,Halco,"Halco provides quality heating and air conditioning, home insulation and plumbing services to residential and commercial clients in The Finger Lakes. From repairing and servicing your heating or cooling system to adding insulation to plumbing repairs and installation, we have the expertise, training and products to solve your home's needs.","865 County Road 6, Phelps, NY, 14532",NY,NY,14532,13159466200,,http://www.halcoenergy.com,"[""Halco provides quality heating and air conditioning, home insulation and plumbing services to residential and commercial clients in The Finger Lakes. From repairing and servicing your heating or cooling system to adding insulation to plumbing repairs and installation, we have the expertise, training and products to solve your home's needs.""]"
489,ABC Inc.,Software development and consulting,"10601 Clarence Dr, STE 250, Frisco, TX, 75033",TX,TX,75033,18323019118,,http://www.definedsolar.co,"[""Software development and consulting""]"
490,Desert Star Power,"Solar Power Installation, Solar Energy Services, Energy Storage Solutions","3878 Hilton Ave, Yucca Valley, CA, 92284",CA,CA,92284,19512349822,,http://Not provided,"[""Solar Power Installation, Solar Energy Services, Energy Storage Solutions""]"
491,ALL SKY ENERGY,"Solar PV & EV Charging Station Installer. Specializes in Solar PV installations & EV Charging Stations, commercial & residential - grid connected - off-grid & battery backup systems.","S2810 County Road BD, Baraboo, WI, 53913",WI,WI,53913,16083560830,lisa@allskyenergy.com,http:///,"[""Solar PV & EV Charging Station Installer. Specializes in Solar PV installations & EV Charging Stations, commercial & residential - grid connected - off-grid & battery backup systems.""]"
492,J.Beischel Electric,Electrical contracting services from large scale commercial to small scale design build projects,"10175 International Blvd, Cincinnati, OH, 45246",OH,OH,45246,15138603290,info@jbelectric.cc,http://Not provided,"[""Electrical contracting services from large scale commercial to small scale design build projects""]"
493,Family Solar,Connect your domain to your Wix website,"13818 SW 152 Street, Suite 136, Miami, FL, 33177",FL,FL,33177,18888082197,,http://www.familysolar.us,"[""Connect your domain to your Wix website""]"
